id	rate	linear	gaussian	random	outliers	bigGap	range350	range750up	gamma2.2	gamma.45	area_land_m	area_water_m	area_total_sqkm	FIPS
45089	0.154	23570	-0.61	4100	87	1210	246	855	1045179.978	4205.327375	2419464644	7469541	2427	45
45091	0.141	23580	0.31	6930	18	1078	295	972	1046155.787	4206.138275	1762963322	39171406	1802	45
46003	0.04	23590	0.26	3621	76	1146	268	859	1047132.092	4206.948987	1834810957	11201377	1846	46
46005	0.03	23600	0.95	5155	81	1006	350	989	1048108.895	4207.759512	3260033232	15817632	3276	46
46007	0.06	23610	1.1	1428	65	1369	101	874	1049086.194	4208.56985	3068382987	15010866	3083	46
46009	0.049	23620	0.78	350	4	1134	149	900	1050063.99	4209.38	1459978987	46518944	1506	46
46011	0.032	23630	-0.63	8738	91	1349	6	809	1051042.282	4210.189964	2051807032	32967600	2085	46
46013	0.031	23640	0.35	604	19	1238	229	765	1052021.072	4210.99974	4436728220	46414545	4483	46
46015	0.027	23650	0.47	625	63	1027	255	818	1053000.359	4211.80933	2116641196	75721266	2192	46
46017	0.172	23660	-1.1	9302	64	1104	5	880	1053980.143	4212.618733	1220893222	42362357	1263	46
46019	0.039	23670	-0.31	1538	9	1164	273	868	1054960.423	4213.427949	5827245531	42730789	5870	46
46021	0.045	23680	0.053	2456	43	1374	126	989	1055941.201	4214.236979	1900214185	96243721	1996	46
46023	0.048	23690	-0.68	9448	45	1294	52	864	1056922.476	4215.045823	2842477574	136616766	2979	46
46025	0.047	23700	0.14	6635	24	1289	319	965	1057904.248	4215.85448	2480182127	25627353	2506	46
46027	0.037	23710	-0.51	8006	100	1313	24	847	1058886.518	4216.662952	1067562650	13071016	1081	46
46029	0.058	23720	-0.17	3305	8	1415	43	937	1059869.285	4217.471237	1782118019	75327852	1857	46
46031	0.056	23730	-1.5	9717	45	1272	51	901	1060852.549	4218.279337	6396470732	155287273	6552	46
46033	0.03	23740	0.71	1828	59	1401	64	873	1061836.31	4219.08725	4032687025	5482569	4038	46
46035	0.043	23750	0.58	7591	95	1371	140	909	1062820.569	4219.894979	1127941513	3675453	1132	46
46037	0.053	23760	-1.5	3737	10	1155	35	819	1063805.325	4220.702521	2662166837	163750391	2826	46
46039	0.048	23770	-0.23	3477	8	1081	136	902	1064790.579	4221.509878	1612749844	36071554	1649	46
46041	0.104	23780	-0.42	6984	34	1493	322	964	1065776.33	4222.317051	5963376651	369822322	6333	46
46043	0.031	23790	-0.28	8763	58	1394	57	755	1066762.579	4223.124038	1118361830	4832944	1123	46
46045	0.027	23800	0.66	36	85	1129	24	840	1067749.325	4223.930839	2916212433	65038225	2981	46
46047	0.049	23810	-1	5103	54	1429	113	815	1068736.569	4224.737457	4506075370	24080985	4530	46
46049	0.031	23820	0.24	3628	67	1093	6	928	1069724.311	4225.543889	2542739508	62703990	2605	46
46051	0.035	23830	0.42	3485	26	1470	279	813	1070712.55	4226.350136	1764967801	15746364	1781	46
46053	0.031	23840	-0.79	5163	29	1068	2	969	1071701.287	4227.1562	2628726974	99900784	2729	46
46055	0.036	23850	0.28	8617	18	1186	276	887	1072690.522	4227.962078	4689275344	42449504	4732	46
46057	0.051	23860	-0.63	481	12	1478	322	752	1073680.255	4228.767773	1313731174	79864239	1394	46
46059	0.028	23870	0.14	1371	80	1493	219	947	1074670.486	4229.573283	3720768217	9241521	3730	46
46061	0.03	23880	-0.44	4816	72	1306	253	867	1075661.215	4230.378609	1125387523	2248724	1128	46
46063	0.023	23890	0.19	6699	27	1066	269	816	1076652.441	4231.183752	6918899430	16956322	6936	46
46065	0.027	23900	1.1	159	44	1321	5	931	1077644.166	4231.98871	1920602262	153254505	2074	46
46067	0.039	23910	-0.92	6998	55	1306	107	979	1078636.389	4232.793485	2105408637	3928767	2109	46
46069	0.036	23920	0.65	2836	26	1446	3	781	1079629.109	4233.598076	2228773802	14541547	2243	46
46071	0.062	23930	-0.26	167	16	1431	142	896	1080622.328	4234.402484	4827513907	19097458	4847	46
46073	0.026	23940	-1.8	4300	52	1150	35	908	1081616.046	4235.206708	1362937153	16668604	1380	46
46075	0.024	23950	-1.2	5641	52	1336	70	885	1082610.261	4236.01075	2511453316	3147180	2515	46
46077	0.051	23960	0.045	7662	81	1369	337	978	1083604.975	4236.814608	2155481307	81655092	2237	46
46079	0.058	23970	0.13	4047	86	1046	241	949	1084600.187	4237.618283	1458881281	30781777	1490	46
46081	0.038	23980	1.1	3551	74	1344	101	981	1085595.897	4238.421775	2072089203	713642	2073	46
46083	0.039	23990	1.9	8215	19	1161	290	980	1086592.106	4239.225085	1495182279	1179308	1496	46
46085	0.057	24000	-0.05	6812	42	1032	308	926	1087588.813	4240.028212	4252921576	167664803	4421	46
46087	0.045	24010	1.1	2848	3	1174	100	849	1088586.019	4240.831156	1487182119	6898514	1494	46
46089	0.05	24020	-0.79	581	89	1448	331	792	1089583.723	4241.633918	2943892406	38569612	2982	46
46091	0.047	24030	1.1	4687	38	1190	278	759	1090581.926	4242.436498	2170630196	124680558	2295	46
46093	0.04	24040	1.6	9677	77	1406	26	806	1091580.627	4243.238895	8989780384	30728963	9021	46
46095	0.068	24050	0.31	875	47	1084	219	953	1092579.827	4244.041111	3385906697	9219685	3395	46
46097	0.057	24060	-0.55	323	92	1066	137	906	1093579.526	4244.843144	1476891614	4382648	1481	46
46099	0.047	24070	0.61	6951	30	1039	71	877	1094579.723	4245.644996	2090498055	17398618	2108	46
46101	0.061	24080	2	1889	6	1210	293	942	1095580.419	4246.446666	1345200474	3679400	1349	46
46103	0.044	24090	1.1	7629	99	1120	47	907	1096581.614	4247.248155	7191349836	19944944	7211	46
46105	0.039	24100	-0.3	7176	30	1325	76	974	1097583.308	4248.049462	7434280627	50539686	7485	46
46107	0.032	24110	1.3	4079	76	1440	3	811	1098585.501	4248.850588	2230432409	97171992	2328	46
46109	0.048	24120	-2	5055	44	1036	37	827	1099588.192	4249.651532	2851683884	89947559	2942	46
46111	0.038	24130	-0.45	7130	27	1397	20	766	1100591.383	4250.452296	1474533483	2992621	1478	46
46113	0.126	24140	-1.6	6466	85	1023	4	795	1101595.073	4251.252878	5422998873	7126223	5430	46
46115	0.034	24150	-0.47	90	49	1451	79	939	1102599.261	4252.05328	3895148081	15062277	3910	46
46117	0.021	24160	0.11	8654	83	1328	278	820	1103603.949	4252.853501	3741062040	188383676	3929	46
46119	0.024	24170	-0.76	7670	86	1349	105	871	1104609.136	4253.653541	2607657304	164383552	2772	46
46121	0.084	24180	-0.45	7049	36	1208	180	903	1105614.822	4254.453401	3596063937	5854566	3602	46
46123	0.029	24190	1.9	5506	36	1271	285	936	1106621.008	4255.25308	4176215548	13272785	4189	46
46125	0.044	24200	0.58	8912	6	1002	250	924	1107627.692	4256.052579	1598170465	1650289	1600	46
46127	0.053	24210	0.32	3822	78	1216	302	967	1108634.876	4256.851897	1193295665	16562652	1210	46
46129	0.04	24220	-0.27	7266	43	1471	278	960	1109642.559	4257.651036	1835343433	93214963	1929	46
46135	0.053	24230	0.095	8212	24	1222	350	868	1110650.742	4258.449995	1349811536	28629259	1378	46
46137	0.078	24240	0.92	7164	98	1463	251	974	1111659.424	4259.248774	5079964141	24212495	5104	46
47001	0.097	24250	1.4	240	77	1273	249	913	1112668.606	4260.047373	873246834	19770458	893	47
47003	0.121	24260	-0.21	7561	50	1086	126	816	1113678.287	4260.845793	1226717441	2983152	1230	47
47005	0.128	24270	-0.46	5537	71	1018	77	806	1114688.467	4261.644033	1021240349	108591323	1130	47
47007	0.137	24280	1.1	3780	77	1465	43	893	1115699.148	4262.442093	1052635741	838360	1053	47
47009	0.093	24290	0.7	7350	84	1475	39	947	1116710.327	4263.239975	1447032109	20307896	1467	47
47011	0.093	24300	0.75	1044	20	1239	172	762	1117722.007	4264.037677	851489172	6959128	858	47
47013	0.131	24310	0.54	9427	30	1384	112	856	1118734.186	4264.8352	1243580269	46494626	1290	47
47015	0.108	24320	0.75	9719	58	1381	293	974	1119746.865	4265.632545	687991719	156872	688	47
47017	0.164	24330	1.8	387	58	1140	150	864	1120760.044	4266.42971	1552087067	2147611	1554	47
47019	0.098	24340	0.4	3472	45	1123	310	976	1121773.723	4267.226697	883713365	16654976	900	47
47021	0.094	24350	-0.72	903	66	1128	215	824	1122787.901	4268.023505	783308327	11964150	795	47
47023	0.115	24360	0.16	7634	37	1224	206	952	1123802.58	4268.820135	740052040	575590	741	47
47025	0.111	24370	0.6	5377	1	1173	18	833	1124817.758	4269.616586	1125572473	18099507	1144	47
47027	0.126	24380	-1	4554	84	1152	322	845	1125833.437	4270.412859	612626569	59071056	672	47
47029	0.122	24390	1.7	7316	2	1127	315	919	1126849.615	4271.208954	1125578014	22116574	1148	47
47031	0.102	24400	0.82	3511	20	1312	29	758	1127866.294	4272.004871	1111007206	14482566	1125	47
47033	0.134	24410	-0.97	767	15	1316	83	970	1128883.472	4272.80061	687731413	529234	688	47
47035	0.108	24420	1.2	5322	27	1328	43	957	1129901.151	4273.596172	1763849608	9823894	1774	47
47037	0.092	24430	0.38	4895	13	1169	336	960	1130919.33	4274.391555	1305531745	56655906	1362	47
47039	0.142	24440	-1.4	4555	64	1266	35	771	1131938.01	4275.186761	864654259	28588633	893	47
47041	0.102	24450	-0.41	463	75	1044	8	842	1132957.189	4275.98179	788261362	63808919	852	47
47043	0.098	24460	0.29	2126	56	1187	328	968	1133976.869	4276.776641	1268824199	3689046	1273	47
47045	0.14	24470	0.6	7679	25	1477	152	986	1134997.05	4277.571315	1326922852	36778060	1364	47
47047	0.108	24480	0.046	7416	10	1476	347	977	1136017.73	4278.365812	1825374154	3774876	1829	47
47049	0.13	24490	-0.59	9311	61	1003	23	793	1137038.912	4279.160132	1291420953	829336	1292	47
47051	0.104	24500	0.25	3932	89	1020	100	872	1138060.593	4279.954275	1436108211	55079846	1491	47
47053	0.157	24510	-0.75	6695	66	1167	340	871	1139082.775	4280.748241	1561106497	2341479	1563	47
47055	0.14	24520	0.64	385	71	1120	282	918	1140105.458	4281.542031	1582295010	642572	1583	47
47057	0.135	24530	0.25	4914	76	1293	312	935	1141128.642	4282.335644	726729330	56637175	783	47
47059	0.143	24540	0.64	9762	2	1494	71	764	1142152.326	4283.12908	1611346172	5099643	1616	47
47061	0.13	24550	-0.86	4661	4	1166	174	805	1143176.511	4283.922341	933549105	1752172	935	47
47063	0.125	24560	1.5	2008	89	1140	128	891	1144201.196	4284.715425	417437859	37891027	455	47
47065	0.087	24570	1.4	9959	45	1138	267	982	1145226.382	4285.508332	1404937897	86585703	1492	47
47067	0.183	24580	1.1	3798	18	1484	126	972	1146252.07	4286.301064	575820588	2984310	579	47
47069	0.127	24590	-0.28	9242	42	1032	245	864	1147278.258	4287.09362	1729454851	6823701	1736	47
47071	0.111	24600	-1.2	4740	15	1401	202	815	1148304.947	4287.886	1495289737	49111063	1544	47
47073	0.103	24610	0.52	8083	32	1258	94	940	1149332.136	4288.678205	1261443222	32545384	1294	47
47075	0.18	24620	-2.3	7006	36	1336	286	970	1150359.827	4289.470234	1380737718	2472427	1383	47
47077	0.181	24630	0.96	7625	14	1256	57	929	1151388.019	4290.262087	1346816896	15219341	1362	47
47079	0.131	24640	-0.63	8507	46	1149	154	886	1152416.712	4291.053765	1455159562	81742886	1537	47
47081	0.124	24650	0.91	6757	79	1134	11	827	1153445.906	4291.845268	1586315518	382861	1587	47
47083	0.116	24660	-2.3	2424	20	1166	306	828	1154475.601	4292.636596	518749060	17312560	536	47
47085	0.119	24670	1.6	2443	42	1104	260	801	1155505.798	4293.427749	1374665966	67186875	1442	47
47087	0.127	24680	1.3	2709	1	1330	245	984	1156536.495	4294.218727	799337800	28227506	828	47
47089	0.118	24690	-0.42	6595	3	1296	55	939	1157567.694	4295.00953	711854929	102190551	814	47
47091	0.122	24700	-1.5	6114	97	1098	151	783	1158599.394	4295.800158	773046112	11001626	784	47
47093	0.081	24710	0.14	4474	9	1497	195	859	1159631.596	4296.590612	1316274044	45712627	1362	47
47095	0.107	24720	0.48	3028	36	1051	349	975	1160664.299	4297.380891	429381535	72799706	502	47
47097	0.189	24730	-0.03	5099	89	1450	231	932	1161697.503	4298.170996	1222389221	92233928	1315	47
47099	0.146	24740	0.37	801	33	1021	183	766	1162731.209	4298.960927	1598356774	2228109	1601	47
47101	0.149	24750	-0.57	2695	40	1105	271	961	1163765.417	4299.750684	730608084	1031592	732	47
47103	0.069	24760	1.1	8029	36	1029	200	895	1164800.126	4300.540266	1477169505	990351	1478	47
47105	0.095	24770	-0.69	7846	55	1319	204	756	1165835.336	4301.329675	593758812	46926060	641	47
47107	0.13	24780	1.6	4171	34	1014	86	869	1166871.048	4302.11891	1114009044	5340544	1119	47
47109	0.127	24790	-1.1	926	76	1297	19	768	1167907.262	4302.907971	1457754785	1994987	1460	47
47111	0.112	24800	1.6	3528	46	1142	178	985	1168943.978	4303.696858	795498383	246692	796	47
47113	0.11	24810	1.3	7827	80	1250	252	770	1169981.195	4304.485572	1442905053	3930419	1447	47
47115	0.121	24820	0.96	2059	9	1483	96	885	1171018.914	4305.274113	1290227324	36501980	1327	47
47117	0.163	24830	0.89	6545	79	1019	120	971	1172057.135	4306.06248	972436981	1801808	974	47
47119	0.119	24840	-0.32	2313	83	1384	133	871	1173095.858	4306.850674	1588021137	6319196	1594	47
47121	0.136	24850	-0.6	5253	95	1452	237	895	1174135.083	4307.638696	505379341	55995241	561	47
47123	0.161	24860	-0.96	9499	67	1067	198	784	1175174.809	4308.426544	1646119133	44007149	1690	47
47125	0.09	24870	-0.15	950	68	1180	130	920	1176215.038	4309.214219	1396435316	12076770	1409	47
47127	0.097	24880	-0.28	9993	5	1401	1	852	1177255.769	4310.001722	334684874	3093438	338	47
47129	0.116	24890	-0.91	5886	77	1297	133	970	1178297.002	4310.789052	1352427834	823000	1353	47
47131	0.104	24900	-1.3	9261	38	1028	79	767	1179338.737	4311.576209	1411321436	27434012	1439	47
47133	0.12	24910	-0.37	7746	10	1134	43	865	1180380.974	4312.363194	1122721295	3492726	1126	47
47135	0.176	24920	0.2	2411	71	1278	166	987	1181423.713	4313.150007	1074195268	21037097	1095	47
47137	0.134	24930	0.037	9272	79	1426	59	986	1182466.955	4313.936647	422113343	29822850	452	47
47139	0.114	24940	0.42	6846	59	1245	327	946	1183510.698	4314.723116	1125794471	19834176	1146	47
47141	0.097	24950	0.86	2632	77	1198	49	963	1184554.945	4315.509412	1038860636	3777672	1043	47
47143	0.127	24960	-1.9	5475	88	1189	249	962	1185599.693	4316.295537	816822921	54463447	871	47
47145	0.089	24970	-0.18	8911	97	1414	292	763	1186644.944	4317.08149	934278779	88706730	1023	47
47147	0.101	24980	0.049	4253	100	1458	81	814	1187690.697	4317.867271	1233582660	451690	1234	47
47149	0.095	24990	-0.24	6989	28	1326	253	969	1188736.953	4318.65288	1604138818	12142364	1616	47
47151	0.184	25000	0.13	2005	66	1409	30	770	1189783.712	4319.438319	1378627315	2414250	1381	47
47153	0.128	25010	0.21	7901	69	1018	129	860	1190830.973	4320.223585	688550850	498314	689	47
47155	0.092	25020	-1.4	7787	88	1182	126	871	1191878.736	4321.008681	1534597675	13491710	1548	47
47157	0.102	25030	-0.13	240	17	1101	109	853	1192927.002	4321.793605	1976691254	56497880	2033	47
47159	0.128	25040	0.16	3675	75	1391	56	830	1193975.771	4322.578359	814004483	28706397	843	47
47161	0.111	25050	2	7734	1	1475	172	972	1195025.043	4323.362941	1189665080	87232252	1277	47
47163	0.088	25060	-1.9	2187	20	1407	346	893	1196074.817	4324.147353	1070725043	42209129	1113	47
47165	0.097	25070	0.3	1137	6	1475	270	760	1197125.094	4324.931593	1371029843	35892211	1407	47
47167	0.116	25080	0.17	8924	29	1307	98	812	1198175.875	4325.715664	1187267307	38609155	1226	47
47169	0.12	25090	-0.5	7387	79	1296	116	855	1199227.157	4326.499563	295758951	6345332	302	47
47171	0.103	25100	0.28	6791	59	1363	23	824	1200278.943	4327.283293	482165198	850687	483	47
47173	0.107	25110	2	8262	93	1073	70	985	1201331.232	4328.066852	578990147	61092970	640	47
47175	0.142	25120	1.2	2175	95	1289	108	891	1202384.024	4328.850241	708142409	2893455	711	47
47177	0.125	25130	-1.1	5845	43	1073	161	855	1203437.319	4329.63346	1120635721	3508317	1124	47
47179	0.086	25140	-0.82	5576	49	1034	329	989	1204491.117	4330.416508	845537322	8635256	854	47
47181	0.129	25150	2.7	1264	86	1415	84	863	1205545.418	4331.199387	1901321579	4023416	1905	47
47183	0.13	25160	-1.1	1118	39	1453	333	758	1206600.222	4331.982097	1503105581	3709360	1507	47
47185	0.135	25170	-1.4	4917	32	1028	62	813	1207655.529	4332.764636	975592264	7113326	983	47
47187	0.075	25180	0.14	6763	43	1300	304	895	1208711.34	4333.547006	1508941615	3012731	1512	47
47189	0.09	25190	-0.0088	9696	54	1418	50	754	1209767.654	4334.329206	1478464893	32005861	1510	47
48001	0.094	25200	-1.2	1856	7	1310	32	810	1210824.471	4335.111238	2752130250	39879731	2792	48
48003	0.076	25210	0.36	1512	25	1062	151	942	1211881.792	4335.893099	3886769982	957039	3888	48
48005	0.089	25220	0.013	60	3	1486	1	891	1212939.616	4336.674792	2066240115	173369515	2240	48
48007	0.073	25230	-0.81	9789	62	1440	186	896	1213997.944	4337.456316	652911299	714576609	1367	48
48009	0.065	25240	-1.4	9515	26	1248	297	839	1215056.775	4338.237671	2339055476	57765516	2397	48
48011	0.051	25250	-0.49	1295	11	1151	295	871	1216116.109	4339.018856	2354582004	12219601	2367	48
48013	0.079	25260	-0.66	9360	25	1038	15	865	1217175.947	4339.799874	3158592888	4995706	3164	48
48015	0.084	25270	-0.65	5255	76	1214	146	984	1218236.289	4340.580722	1674400647	25610780	1700	48
48017	0.052	25280	0.023	6673	49	1376	126	826	1219297.134	4341.361402	2141566434	1771772	2143	48
48019	0.068	25290	1.5	1828	5	1458	190	972	1220358.484	4342.141914	2048649404	17288358	2066	48
48021	0.08	25300	0.4	7539	98	1381	234	795	1221420.336	4342.922257	2300343758	19109823	2319	48
48023	0.051	25310	-0.72	7276	11	1232	104	839	1222482.693	4343.702432	2246765495	86991860	2334	48
48025	0.103	25320	0.28	7332	54	1177	276	785	1223545.553	4344.482439	2279809443	246409	2280	48
48027	0.071	25330	1.4	4288	72	1004	221	774	1224608.917	4345.262278	2722149940	95333454	2817	48
48029	0.072	25340	0.7	3899	48	1324	256	950	1225672.785	4346.041949	3211276014	41946752	3253	48
48031	0.058	25350	-0.28	119	14	1064	289	772	1226737.157	4346.821452	1836951939	10814353	1848	48
48033	0.062	25360	1.5	7311	34	1293	282	973	1227802.033	4347.600787	2324365441	22297627	2347	48
48035	0.086	25370	1	4968	19	1005	5	881	1228867.413	4348.379955	2545904290	50670023	2597	48
48037	0.078	25380	0.03	7572	88	1262	223	849	1229933.297	4349.158956	2292153889	98319882	2390	48
48039	0.089	25390	1.9	5726	2	1205	350	834	1230999.685	4349.937789	3516508349	649748089	4166	48
48041	0.062	25400	1.6	6941	58	1469	278	895	1232066.578	4350.716454	1516330221	14968781	1531	48
48043	0.051	25410	-0.31	3617	71	1084	229	814	1233133.974	4351.494953	16015915047	22063653	16038	48
48045	0.059	25420	1.5	1045	89	1012	343	764	1234201.874	4352.273284	2330990913	4068667	2335	48
48047	0.099	25430	1.2	6303	64	1115	148	827	1235270.279	4353.051448	2443273800	741627	2444	48
48049	0.072	25440	0.35	3650	99	1073	254	834	1236339.188	4353.829446	2446081953	32417676	2478	48
48051	0.074	25450	1	4928	31	1155	318	830	1237408.602	4354.607277	1706884940	46050280	1753	48
48053	0.063	25460	0.11	9287	26	1238	250	807	1238478.52	4355.384941	2575116237	69940832	2645	48
48055	0.082	25470	-1.5	7864	9	1073	9	802	1239548.942	4356.162438	1412183588	4933880	1417	48
48057	0.095	25480	1.3	3973	69	1454	261	911	1240619.868	4356.939769	1312707302	1361903536	2675	48
48059	0.063	25490	0.92	7105	43	1004	20	988	1241691.299	4357.716933	2329363157	4898780	2334	48
48061	0.108	25500	-0.51	5381	90	1343	28	943	1242763.235	4358.493932	2307835511	998174072	3306	48
48063	0.096	25510	-0.5	9379	50	1074	144	888	1243835.675	4359.270764	507188399	19183333	526	48
48065	0.067	25520	-0.13	9580	81	1446	182	972	1244908.62	4360.04743	2383359714	10064086	2393	48
48067	0.125	25530	0.21	2260	4	1310	123	854	1245982.069	4360.82393	2426723565	60499733	2487	48
48069	0.053	25540	-0.93	2627	87	1008	206	908	1247056.024	4361.600264	2316573410	12584398	2329	48
48071	0.107	25550	-0.71	8478	50	1071	170	839	1248130.482	4362.376432	1546604868	709760308	2256	48
48073	0.097	25560	-0.14	8706	81	1180	66	962	1249205.446	4363.152435	2727190286	23872803	2751	48
48075	0.064	25570	0.61	1152	94	1306	257	871	1250280.914	4363.928272	1803680240	44835067	1849	48
48077	0.074	25580	0.8	2341	90	1085	26	874	1251356.887	4364.703943	2819780751	72591173	2892	48
48079	0.072	25590	-0.43	809	23	1237	118	842	1252433.366	4365.47945	2007614625	229068	2008	48
48081	0.086	25600	-0.11	752	19	1457	26	951	1253510.349	4366.254791	2360705418	42789288	2403	48
48083	0.069	25610	0.3	9860	83	1025	261	917	1254587.836	4367.029966	3268424409	50472216	3319	48
48085	0.078	25620	0.4	8417	27	1383	120	843	1255665.829	4367.804977	2178873669	116137403	2295	48
48087	0.059	25630	0.05	4998	59	1167	250	887	1256744.327	4368.579823	2378750625	2279193	2381	48
48089	0.066	25640	-0.92	5628	68	1086	92	902	1257823.33	4369.354503	2487152103	34682218	2522	48
48091	0.066	25650	2.1	6663	77	1358	223	794	1258902.839	4370.129019	1449045583	39881667	1489	48
48093	0.061	25660	-0.66	8809	66	1375	285	774	1259982.852	4370.903371	2428770634	25718000	2454	48
48095	0.082	25670	0.74	1976	10	1144	349	878	1261063.37	4371.677557	2548139848	25740029	2574	48
48097	0.065	25680	-0.78	4995	52	1120	309	912	1262144.394	4372.45158	2265616170	61333858	2327	48
48099	0.087	25690	-0.28	5751	21	1371	268	910	1263225.923	4373.225437	2725136360	11847519	2737	48
48101	0.056	25700	1.7	5269	85	1472	292	778	1264307.957	4373.999131	2332448563	2723996	2335	48
48103	0.095	25710	-0.22	4660	84	1390	206	791	1265390.497	4374.77266	2033318906	1695904	2035	48
48105	0.097	25720	-0.7	9477	14	1457	8	801	1266473.542	4375.546026	7270833996	53329	7271	48
48107	0.07	25730	-0.78	5301	6	1351	108	891	1267557.093	4376.319227	2331504894	3873555	2335	48
48109	0.045	25740	1.4	7574	52	1455	130	884	1268641.148	4377.092264	9875068452	556176	9876	48
48111	0.044	25750	-0.73	893	63	1213	195	786	1269725.71	4377.865138	3893418604	5182888	3899	48
48113	0.087	25760	0.44	5786	25	1275	183	903	1270810.777	4378.637848	2260313707	92985670	2353	48
48115	0.087	25770	1.3	1877	35	1155	90	794	1271896.349	4379.410394	2331781566	4720705	2337	48
48117	0.058	25780	-0.33	1344	61	1002	211	905	1272982.428	4380.182777	3876867200	3926564	3881	48
48119	0.084	25790	-0.41	7515	6	1480	67	982	1274069.011	4380.954996	665174292	54665989	720	48
48121	0.077	25800	-1.3	4103	100	1408	205	929	1275156.101	4381.727052	2275421843	192665852	2468	48
48123	0.083	25810	-0.84	8251	19	1107	76	796	1276243.696	4382.498945	2354237548	3919938	2358	48
48125	0.06	25820	-0.19	7120	45	1271	81	966	1277331.797	4383.270675	2335454714	9057730	2345	48
48127	0.11	25830	1.1	7212	51	1478	336	861	1278420.404	4384.042242	3441794565	14576509	3456	48
48129	0.07	25840	1.2	8253	3	1374	191	899	1279509.517	4384.813646	2400623375	15954004	2417	48
48131	0.125	25850	-1.4	4668	23	1258	58	780	1280599.136	4385.584887	4645083136	5478267	4651	48
48133	0.084	25860	0.44	6706	45	1399	332	848	1281689.26	4386.355965	2399587729	14047794	2414	48
48135	0.092	25870	0.24	3528	75	1238	233	785	1282779.891	4387.126881	2324964731	10597931	2336	48
48137	0.067	25880	0.8	4087	42	1084	268	967	1283871.027	4387.897634	5485227753	5199754	5490	48
48139	0.086	25890	-0.26	7785	26	1227	168	789	1284962.67	4388.668225	2423335577	41679476	2465	48
48141	0.098	25900	-1.4	9742	63	1319	265	788	1286054.819	4389.438653	2623196839	5538902	2629	48
48143	0.071	25910	-0.51	1198	28	1166	23	795	1287147.474	4390.208919	2805141498	17445007	2823	48
48145	0.095	25920	-0.56	1462	26	1337	199	902	1288240.635	4390.979023	1982592813	21645985	2004	48
48147	0.09	25930	0.43	6406	71	1077	280	871	1289334.302	4391.748965	2307244944	20853011	2328	48
48149	0.057	25940	0.41	5991	1	1107	148	827	1290428.475	4392.518745	2460509643	25381859	2486	48
48151	0.064	25950	-0.33	4884	38	1307	136	789	1291523.155	4393.288363	2328246152	7283888	2336	48
48153	0.069	25960	1.6	8669	25	1262	106	828	1292618.341	4394.05782	2569637297	983737	2571	48
48155	0.057	25970	1.5	138	42	1071	142	766	1293714.034	4394.827114	1824378193	8514737	1833	48
48157	0.083	25980	1.2	9819	35	1062	284	830	1294810.232	4395.596248	2231617966	61402740	2293	48
48159	0.073	25990	-0.63	5369	13	1305	151	853	1295906.938	4396.365219	736570297	26874745	763	48
48161	0.067	26000	-1.1	4164	12	1322	168	932	1297004.15	4397.13403	2273333042	36915816	2310	48
48163	0.084	26010	-0.62	6614	79	1148	80	773	1298101.868	4397.902679	2935753056	2193631	2938	48
48165	0.068	26020	-0.093	9096	37	1460	37	846	1299200.093	4398.671167	3891129662	1262946	3892	48
48167	0.085	26030	0.18	1597	49	1088	142	753	1300298.824	4399.439494	981676017	1281442955	2263	48
48169	0.057	26040	-0.2	9149	68	1365	240	773	1301398.062	4400.20766	2313930647	7215511	2321	48
48171	0.049	26050	0.25	7830	35	1466	234	787	1302497.807	4400.975664	2740756206	8982781	2750	48
48173	0.052	26060	0.34	115	50	1341	68	811	1303598.059	4401.743509	2331552812	2245298	2334	48
48175	0.079	26070	2.4	8172	9	1433	168	971	1304698.817	4402.511192	2206695417	19049508	2226	48
48177	0.061	26080	0.037	8754	48	1312	77	819	1305800.082	4403.278715	2762708456	8200873	2771	48
48179	0.089	26090	-0.14	9917	47	1189	153	822	1306901.854	4404.046077	2398261555	8700793	2407	48
48181	0.087	26100	0.3	4284	14	1074	315	930	1308004.133	4404.813279	2415988554	120125251	2536	48
48183	0.08	26110	2.1	7035	10	1245	285	768	1309106.918	4405.580321	707900428	6358028	714	48
48185	0.1	26120	-3	5839	22	1055	232	934	1310210.211	4406.347202	2039538420	36604800	2076	48
48187	0.067	26130	-0.47	3999	100	1371	311	906	1311314.011	4407.113924	1842193956	9105925	1851	48
48189	0.064	26140	1.4	1462	64	1070	10	796	1312418.317	4407.880485	2602115660	246678	2602	48
48191	0.089	26150	-0.46	5220	4	1313	328	789	1313523.131	4408.646886	2288233524	53366393	2342	48
48193	0.06	26160	0.31	3825	12	1325	255	752	1314628.452	4409.413128	2165008461	1238628	2166	48
48195	0.055	26170	-0.9	4477	19	1070	222	893	1315734.28	4410.179209	2382296528	1548341	2384	48
48197	0.072	26180	0.76	2195	84	1203	67	766	1316840.615	4410.945132	1800336996	4549258	1805	48
48199	0.101	26190	0.14	925	73	1094	158	903	1317947.457	4411.710894	2306604074	18046235	2325	48
48201	0.085	26200	-0.78	4086	98	1017	344	947	1319054.807	4412.476497	4413750594	189904662	4604	48
48203	0.087	26210	-0.28	4623	78	1398	44	974	1320162.664	4413.241941	2330820964	40969626	2372	48
48205	0.043	26220	0.34	8772	68	1263	0	810	1321271.028	4414.007225	3786647739	3024078	3790	48
48207	0.052	26230	-0.4	6102	12	1483	10	848	1322379.9	4414.77235	2339103745	18465208	2358	48
48209	0.068	26240	0.28	7409	22	1006	287	951	1323489.279	4415.537316	1755979384	5037783	1761	48
